,R_fighter,B_fighter,winner,weight_class,no_of_rounds,R_age,R_Height_cms,R_Reach_cms,B_age,B_Height_cms,B_Reach_cms
2101,Joe Ellenberger,Bryan Barberena,Blue,Lightweight,3,29.0,175.26,182.88,25.0,182.88,182.88
2102,David Michaud,Garett Whiteley,Red,Lightweight,3,26.0,175.26,182.88,33.0,182.88,182.88
2103,Henry Cejudo,Dustin Kimura,Red,Bantamweight,3,27.0,162.56,162.56,25.0,170.18,180.34
2104,Anthony Birchak,Ian Entwistle,Blue,Bantamweight,3,28.0,172.72,175.26,28.0,165.1,162.56
2105,Carla Esparza,Rose Namajunas,Red,Women's Strawweight,5,27.0,154.94,160.02,22.0,165.1,165.1
2106,Jeremy Stephens,Charles Oliveira,Blue,Featherweight,3,28.0,172.72,180.34,25.0,177.8,187.96
2107,Joe Proctor,Yancy Medeiros,Blue,Lightweight,3,29.0,177.8,182.88,27.0,177.8,190.5
2108,Jessica Penne,Randa Markos,Red,Women's Strawweight,3,31.0,165.1,170.18,29.0,162.56,160.02
2109,Felice Herrig,Lisa Ellis,Red,Women's Strawweight,3,30.0,162.56,165.1,32.0,162.56,157.48
2110,Bec Rawlings,Heather Jo Clark,Blue,Women's Strawweight,3,25.0,167.64,162.56,34.0,167.64,162.56
2111,Joanne Calderwood,Seohee Ham,Red,Women's Strawweight,3,28.0,167.64,165.1,27.0,157.48000000000005,157.48
2112,Tecia Torres,Angela Magana,Red,Women's Strawweight,3,25.0,154.94,152.4,31.0,154.94,165.1
2113,Aisling Daly,Alex Chambers,Red,Women's Strawweight,3,26.0,157.48000000000005,162.56,36.0,160.02,160.02
2114,Emily Peters Kagan,Angela Hill,Blue,Women's Strawweight,3,33.0,160.02,167.64,29.0,160.02,162.56
2115,Johny Hendricks,Robbie Lawler,Blue,Welterweight,5,31.0,175.26,175.26,32.0,180.34,187.96
2116,Anthony Pettis,Gilbert Melendez,Red,Lightweight,5,27.0,177.8,182.88,32.0,175.26,185.42
2117,Travis Browne,Brendan Schaub,Red,Heavyweight,3,32.0,198.12,200.66,31.0,193.04,198.12
2118,Todd Duffee,Anthony Hamilton,Red,Heavyweight,3,28.0,190.5,200.66,34.0,195.58,193.04
2119,Tony Ferguson,Abel Trujillo,Red,Lightweight,3,30.0,180.34,193.04,31.0,172.72,177.8
2120,Urijah Faber,Francisco Rivera,Red,Bantamweight,3,35.0,167.64,170.18,33.0,172.72,172.72
2121,Eddie Gordon,Josh Samman,Blue,Middleweight,3,31.0,182.88,193.04,26.0,190.5,200.66
2122,Corey Anderson,Justin Jones,Red,Light Heavyweight,3,25.0,190.5,200.66,27.0,180.34,198.12
2123,Raquel Pennington,Ashlee Evans-Smith,Red,Women's Bantamweight,3,26.0,170.18,170.18,27.0,172.72,170.18
2124,Sergio Pettis,Matt Hobar,Red,Bantamweight,3,21.0,167.64,175.26,27.0,177.8,177.8
2125,Alex White,Clay Collard,Blue,Featherweight,3,26.0,182.88,180.34,21.0,180.34,185.42
2126,Frankie Edgar,Cub Swanson,Red,Featherweight,5,33.0,167.64,172.72,31.0,172.72,177.8
2127,Bobby Green,Edson Barboza,Blue,Lightweight,3,28.0,177.8,180.34,28.0,180.34,190.5
2128,Brad Pickett,Chico Camus,Blue,Flyweight,3,36.0,167.64,172.72,29.0,167.64,167.64
2129,Jared Rosholt,Aleksei Oleinik,Blue,Heavyweight,3,28.0,187.96,190.5,37.0,187.96,203.2
2130,Joseph Benavidez,Dustin Ortiz,Red,Flyweight,3,30.0,162.56,165.1,25.0,165.1,165.1
2131,Matt Wiman,Isaac Vallie-Flagg,Red,Lightweight,3,31.0,177.8,172.72,36.0,172.72,172.72
2132,Ruslan Magomedov,Josh Copeland,Red,Heavyweight,3,27.0,190.5,198.12,32.0,185.42,190.5
2133,Luke Barnatt,Roger Narvaez,Blue,Middleweight,3,26.0,198.12,195.58,31.0,190.5,200.66
2134,James Vick,Nick Hein,Red,Lightweight,3,27.0,190.5,193.04,30.0,167.64,167.64
2135,Yves Edwards,Akbarh Arreola,Blue,Lightweight,3,38.0,175.26,185.42,31.0,177.8,180.34
2136,Paige VanZant,Kailin Curran,Red,Women's Strawweight,3,20.0,162.56,165.1,23.0,162.56,165.1
2137,Juan Puig,Dooho Choi,Blue,Featherweight,3,25.0,175.26,182.88,23.0,177.8,177.8
2138,Fabricio Werdum,Mark Hunt,Red,Heavyweight,5,37.0,193.04,195.58,40.0,177.8,182.88
2139,Jake Ellenberger,Kelvin Gastelum,Blue,Welterweight,3,29.0,175.26,180.34,23.0,175.26,180.34
2140,Ricardo Lamas,Dennis Bermudez,Red,Featherweight,3,32.0,172.72,180.34,27.0,167.64,167.64
2141,Augusto Montano,Chris Heatherly,Red,Welterweight,3,30.0,185.42,185.42,26.0,175.26,172.72
2142,Edgar Garcia,Hector Urbina,Blue,Welterweight,3,30.0,177.8,180.34,27.0,180.34,185.42
2143,Yair Rodriguez,Leonardo Morales,Red,Featherweight,3,22.0,180.34,180.34,21.0,172.72,172.72
2144,Alejandro Perez,Jose Quinonez,Red,Bantamweight,3,25.0,167.64,170.18,24.0,172.72,175.26
2145,Jessica Eye,Leslie Smith,Red,Women's Bantamweight,3,28.0,167.64,167.64,32.0,175.26,167.64
2146,Gabriel Benitez,Humberto Brown,Red,Featherweight,3,26.0,172.72,180.34,30.0,177.8,180.34
2147,Henry Briones,Guido Cannetti,Red,Bantamweight,3,34.0,172.72,175.26,34.0,167.64,172.72
2148,Marco Beltran,Marlon Vera,Red,Bantamweight,3,28.0,172.72,175.26,21.0,172.72,177.8
2149,Mauricio Rua,Ovince Saint Preux,Blue,Light Heavyweight,5,32.0,185.42,193.04,31.0,190.5,203.2
2150,Warlley Alves,Alan Jouban,Red,Welterweight,3,23.0,180.34,182.88,32.0,182.88,185.42
2151,Claudio Silva,Leon Edwards,Red,Welterweight,3,32.0,180.34,180.34,23.0,182.88,187.96
2152,Dhiego Lima,Jorge de Oliveira,Red,Welterweight,3,25.0,187.96,187.96,34.0,172.72,180.34
2153,Juliana Lima,Nina Ansaroff,Red,Women's Strawweight,3,32.0,165.1,165.1,28.0,165.1,162.56
2154,Diego Rivas,Rodolfo Rubio,Red,Featherweight,3,22.0,172.72,175.26,27.0,165.1,167.64
2155,Caio Magalhaes,Trevor Smith,Red,Middleweight,3,26.0,185.42,185.42,33.0,190.5,190.5
2156,Leandro Silva,Charlie Brenneman,Red,Lightweight,3,28.0,175.26,182.88,33.0,177.8,182.88
2157,Thomas Almeida,Tim Gorman,Red,Bantamweight,3,23.0,170.18,177.8,31.0,165.1,172.72
2158,Wagner Silva,Colby Covington,Blue,Welterweight,3,27.0,182.88,180.34,26.0,180.34,182.88
2159,Luke Rockhold,Michael Bisping,Red,Middleweight,5,30.0,190.5,195.58,35.0,185.42,190.5
2160,Ross Pearson,Al Iaquinta,Blue,Lightweight,3,30.0,172.72,175.26,27.0,177.8,177.8
2161,Robert Whittaker,Clint Hester,Red,Middleweight,3,23.0,182.88,185.42,27.0,187.96,195.58
2162,Soa Palelei,Walt Harris,Red,Heavyweight,3,37.0,193.04,205.74,31.0,195.58,195.58
2163,Jake Matthews,Vagner Rocha,Red,Lightweight,3,20.0,180.34,185.42,32.0,177.8,185.42
2164,Anthony Perosh,Guto Inocente,Red,Light Heavyweight,3,42.0,190.5,190.5,28.0,190.5,195.58
2165,Dylan Andrews,Sam Alvey,Blue,Middleweight,3,34.0,185.42,185.42,28.0,187.96,190.5
2166,Richie Vaculik,Louis Smolka,Blue,Flyweight,3,31.0,167.64,175.26,23.0,175.26,172.72
2167,Vik Grujic,Chris Clements,Blue,Welterweight,3,37.0,180.34,185.42,38.0,177.8,177.8
2168,Luke Zachrich,Daniel Kelly,Blue,Middleweight,3,32.0,187.96,187.96,37.0,182.88,177.8
2169,Jumabieke Tuerxun,Marcus Brimage,Blue,Bantamweight,3,28.0,170.18,170.18,29.0,162.56,180.34
2170,Jose Aldo,Chad Mendes,Red,Featherweight,5,28.0,170.18,177.8,29.0,167.64,167.64
2171,Glover Teixeira,Phil Davis,Blue,Light Heavyweight,3,34.0,187.96,193.04,30.0,187.96,200.66
2172,Fabio Maldonado,Hans Stringer,Red,Light Heavyweight,3,34.0,185.42,190.5,27.0,190.5,185.42
2173,Darren Elkins,Lucas Martins,Red,Featherweight,3,30.0,177.8,180.34,25.0,182.88,182.88
2174,Diego Ferreira,Beneil Dariush,Blue,Lightweight,3,29.0,175.26,187.96,25.0,177.8,182.88
2175,William Patolino,Neil Magny,Blue,Welterweight,3,23.0,180.34,190.5,27.0,190.5,203.2
2176,Yan Cabral,Naoyuki Kotani,Red,Lightweight,3,31.0,180.34,185.42,32.0,172.72,167.64
2177,Scott Jorgensen,Wilson Reis,Blue,Flyweight,3,32.0,165.1,167.64,29.0,162.56,165.1
2178,Felipe Arantes,Andre Fili,Blue,Featherweight,3,26.0,172.72,185.42,24.0,180.34,187.96
2179,Gilbert Burns,Christos Giagos,Red,Lightweight,3,28.0,177.8,180.34,24.0,177.8,180.34
2180,Fabricio Camoes,Anthony Rocco Martin,Blue,Lightweight,3,35.0,177.8,185.42,24.0,182.88,185.42
2181,Rory MacDonald,Tarec Saffiedine,Red,Welterweight,5,25.0,182.88,193.04,28.0,177.8,177.8
2182,Raphael Assuncao,Bryan Caraway,Red,Bantamweight,3,32.0,165.1,167.64,30.0,172.72,172.72
2183,Chad Laprise,Yosdenis Cedeno,Red,Lightweight,3,28.0,177.8,180.34,29.0,172.72,175.26
2184,Elias Theodorou,Bruno Santos,Red,Middleweight,3,26.0,185.42,190.5,27.0,175.26,175.26
2185,Nordine Taleb,Li Jingliang,Red,Welterweight,3,33.0,185.42,187.96,26.0,182.88,180.34
2186,Mitch Gagnon,Roman Salazar,Red,Bantamweight,3,29.0,165.1,165.1,26.0,170.18,170.18
2187,Daron Cruickshank,Anthony Njokuani,Red,Lightweight,3,29.0,172.72,182.88,34.0,185.42,190.5
2188,Olivier Aubin-Mercier,Jake Lindsey,Red,Lightweight,3,25.0,175.26,177.8,28.0,180.34,180.34
2189,Jason Saggo,Paul Felder,Blue,Lightweight,3,28.0,180.34,180.34,30.0,180.34,177.8
2190,Paddy Holohan,Chris Kelades,Blue,Flyweight,3,26.0,177.8,175.26,33.0,170.18,172.72
2191,Albert Tumenov,Matt Dwyer,Red,Welterweight,3,22.0,180.34,185.42,24.0,193.04,193.04
2192,Gunnar Nelson,Rick Story,Blue,Welterweight,5,26.0,180.34,182.88,30.0,175.26,180.34
2193,Akira Corassani,Max Holloway,Blue,Featherweight,3,32.0,172.72,172.72,22.0,180.34,175.26
2194,Ilir Latifi,Jan Blachowicz,Blue,Light Heavyweight,3,31.0,177.8,185.42,31.0,187.96,198.12
2195,Niklas Backstrom,Mike Wilkinson,Blue,Featherweight,3,25.0,185.42,187.96,27.0,170.18,172.72
2196,Magnus Cedenblad,Scott Askham,Red,Middleweight,3,32.0,195.58,200.66,26.0,190.5,190.5
2197,Nico Musoke,Alexander Yakovlev,Red,Welterweight,3,28.0,182.88,190.5,30.0,190.5,187.96
2198,Dennis Siver,Charles Rosa,Red,Featherweight,3,35.0,167.64,177.8,28.0,175.26,175.26
2199,Cathal Pendred,Gasan Umalatov,Red,Welterweight,3,27.0,185.42,190.5,32.0,180.34,180.34
2200,Tor Troeng,Krzysztof Jotko,Blue,Middleweight,3,31.0,187.96,195.58,25.0,185.42,195.58
2201,Mairbek Taisumov,Marcin Bandel,Red,Lightweight,3,26.0,175.26,185.42,24.0,177.8,177.8
2202,Zubaira Tukhugov,Ernest Chavez,Red,Featherweight,3,23.0,172.72,172.72,31.0,172.72,177.8
2203,Demetrious Johnson,Chris Cariaso,Red,Flyweight,5,28.0,160.02,167.64,33.0,160.02,160.02
2204,Donald Cerrone,Eddie Alvarez,Red,Lightweight,3,31.0,185.42,185.42,30.0,175.26,175.26
2205,Dustin Poirier,Conor McGregor,Blue,Featherweight,3,25.0,175.26,182.88,26.0,175.26,187.96
2206,Tim Kennedy,Yoel Romero,Blue,Middleweight,3,35.0,180.34,187.96,37.0,182.88,185.42
2207,Cat Zingano,Amanda Nunes,Red,Women's Bantamweight,3,32.0,167.64,172.72,26.0,172.72,175.26
2208,Dominick Cruz,Takeya Mizugaki,Red,Bantamweight,3,29.0,172.72,172.72,30.0,170.18,172.72
2209,Jorge Masvidal,James Krause,Red,Lightweight,3,29.0,180.34,187.96,28.0,187.96,185.42
2210,Patrick Cote,Stephen Thompson,Blue,Welterweight,3,34.0,180.34,180.34,31.0,182.88,190.5
2211,John Howard,Brian Ebersole,Blue,Welterweight,3,31.0,170.18,180.34,33.0,182.88,185.42
2212,Jon Tuck,Kevin Lee,Blue,Lightweight,3,30.0,180.34,185.42,22.0,175.26,195.58
2213,Manvel Gamburyan,Cody Gibson,Red,Bantamweight,3,33.0,165.1,170.18,27.0,177.8,180.34
2214,Mark Hunt,Roy Nelson,Red,Heavyweight,5,40.0,177.8,182.88,38.0,182.88,182.88
2215,Myles Jury,Takanori Gomi,Red,Lightweight,3,25.0,177.8,185.42,35.0,170.18,177.8
2216,Yoshihiro Akiyama,Amir Sadollah,Red,Welterweight,3,39.0,177.8,185.42,34.0,177.8,187.96
2217,Miesha Tate,Rin Nakai,Red,Women's Bantamweight,3,28.0,167.64,165.1,27.0,154.94,152.4
2218,Kiichi Kunimoto,Richard Walsh,Red,Welterweight,3,33.0,177.8,180.34,25.0,182.88,185.42
2219,Kyoji Horiguchi,Jon Delos Reyes,Red,Flyweight,3,23.0,165.1,167.64,27.0,167.64,170.18
2220,Alex Caceres,Masanori Kanehara,Blue,Bantamweight,3,26.0,177.8,185.42,31.0,170.18,170.18
2221,Katsunori Kikuno,Sam Sicilia,Red,Featherweight,3,32.0,172.72,167.64,28.0,172.72,170.18
2222,Hyun Gyu Lim,Takenori Sato,Red,Welterweight,3,29.0,190.5,195.58,29.0,177.8,180.34
2223,Michinori Tanaka,Kyung Ho Kang,Blue,Bantamweight,3,23.0,165.1,170.18,27.0,175.26,185.42
2224,Kazuki Tokudome,Johnny Case,Blue,Lightweight,3,27.0,180.34,185.42,25.0,177.8,182.88
2225,Maximo Blanco,Dan Hooker,Red,Featherweight,3,30.0,172.72,180.34,24.0,182.88,190.5
2226,Antonio Silva,Andrei Arlovski,Blue,Heavyweight,5,34.0,193.04,203.2,35.0,190.5,195.58
2227,Gleison Tibau,Piotr Hallmann,Red,Lightweight,3,30.0,177.8,180.34,27.0,175.26,180.34
2228,Leonardo Santos,Efrain Escudero,Red,Lightweight,3,34.0,182.88,190.5,28.0,175.26,177.8
2229,Santiago Ponzinibbio,Wendell Oliveira,Red,Welterweight,3,27.0,182.88,185.42,31.0,177.8,182.88
2230,Iuri Alcantara,Russell Doane,Red,Bantamweight,3,34.0,175.26,180.34,28.0,170.18,177.8
2231,Jessica Andrade,Larissa Pacheco,Red,Women's Bantamweight,3,22.0,154.94,157.48,20.0,170.18,175.26
2232,Godofredo Pepey,Dashon Johnson,Red,Featherweight,3,27.0,170.18,185.42,26.0,170.18,177.8
2233,Igor Araujo,George Sullivan,Blue,Welterweight,3,33.0,185.42,195.58,33.0,182.88,185.42
2234,Francisco Trinaldo,Leandro Silva,Red,Lightweight,3,36.0,175.26,177.8,28.0,175.26,182.88
2235,Paulo Thiago,Sean Spencer,Blue,Welterweight,3,33.0,180.34,185.42,27.0,177.8,190.5
2236,Rani Yahya,Johnny Bedford,Red,Bantamweight,3,30.0,167.64,170.18,31.0,177.8,180.34
2237,Jacare Souza,Gegard Mousasi,Red,Middleweight,5,34.0,185.42,182.88,29.0,187.96,193.04
2238,Alistair Overeem,Ben Rothwell,Blue,Heavyweight,3,34.0,193.04,203.2,32.0,193.04,198.12
2239,Matt Mitrione,Derrick Lewis,Red,Heavyweight,3,36.0,190.5,200.66,29.0,190.5,200.66
2240,Joe Lauzon,Michael Chiesa,Red,Lightweight,3,30.0,177.8,180.34,26.0,185.42,190.5
2241,John Moraga,Justin Scoggins,Red,Flyweight,3,30.0,167.64,167.64,22.0,170.18,167.64
2242,Al Iaquinta,Rodrigo Damm,Red,Lightweight,3,27.0,177.8,177.8,34.0,170.18,180.34
2243,Rafael Natal,Chris Camozzi,Red,Middleweight,3,31.0,182.88,193.04,27.0,187.96,193.04
2244,Chris Beal,Tateki Matsuda,Red,Bantamweight,3,29.0,170.18,175.26,28.0,170.18,165.1
2245,Sean Soriano,Chas Skelly,Blue,Featherweight,3,24.0,175.26,177.8,29.0,180.34,182.88
2246,TJ Dillashaw,Joe Soto,Red,Bantamweight,5,28.0,167.64,170.18,27.0,167.64,165.1
2247,Tony Ferguson,Danny Castillo,Red,Lightweight,3,30.0,180.34,193.04,35.0,175.26,180.34
2248,Bethe Correia,Shayna Baszler,Red,Women's Bantamweight,3,31.0,165.1,162.56,34.0,170.18,170.18
2249,Ramsey Nijem,Diego Ferreira,Blue,Lightweight,3,26.0,180.34,190.5,29.0,175.26,187.96
2250,Yancy Medeiros,Damon Jackson,Red,Lightweight,3,26.0,177.8,190.5,26.0,180.34,180.34
2251,Lorenz Larkin,Derek Brunson,Blue,Middleweight,3,27.0,180.34,182.88,30.0,185.42,195.58
2252,Ruan Potts,Anthony Hamilton,Blue,Heavyweight,3,36.0,187.96,190.5,34.0,195.58,193.04
2253,Chris Wade,Cain Carrizosa,Red,Lightweight,3,26.0,177.8,177.8,28.0,172.72,187.96
2254,Benson Henderson,Rafael Dos Anjos,Blue,Lightweight,5,30.0,175.26,177.8,29.0,172.72,177.8
2255,Mike Pyle,Jordan Mein,Blue,Welterweight,3,38.0,182.88,187.96,24.0,182.88,185.42
2256,Francis Carmont,Thales Leites,Blue,Middleweight,3,32.0,190.5,198.12,32.0,185.42,198.12
2257,Max Holloway,Clay Collard,Red,Catch Weight,3,22.0,180.34,175.26,21.0,180.34,185.42
2258,James Vick,Valmir Lazaro,Red,Lightweight,3,27.0,190.5,193.04,29.0,182.88,185.42
2259,Chas Skelly,Tom Niinimaki,Red,Featherweight,3,29.0,180.34,182.88,32.0,175.26,175.26
2260,Neil Magny,Alex Garcia,Red,Welterweight,3,27.0,190.5,203.2,27.0,175.26,182.88
2261,Beneil Dariush,Anthony Rocco Martin,Red,Lightweight,3,25.0,177.8,182.88,24.0,182.88,185.42
2262,Aaron Phillips,Matt Hobar,Blue,Bantamweight,3,25.0,175.26,177.8,27.0,177.8,177.8
2263,Ben Saunders,Chris Heatherly,Red,Welterweight,3,31.0,187.96,195.58,26.0,175.26,172.72
2264,Wilson Reis,Joby Sanchez,Red,Flyweight,3,29.0,162.56,165.1,23.0,167.64,172.72
2265,Michael Bisping,Cung Le,Red,Middleweight,5,35.0,185.42,190.5,42.0,175.26,175.26
2266,Tyron Woodley,Dong Hyun Kim,Red,Welterweight,3,32.0,175.26,187.96,32.0,187.96,193.04
2267,Zhang Lipeng,Brendan O'Reilly,Red,Lightweight,3,24.0,180.34,180.34,27.0,170.18,175.26
2268,Ning Guangyou,Jianping Yang,Red,Featherweight,4,32.0,162.56,162.56,25.0,170.18,165.1
2269,Sai Wang,Danny Mitchell,Red,Welterweight,3,28.0,182.88,182.88,28.0,187.96,187.96
2270,Alberto Mina,Shinsho Anzai,Red,Welterweight,3,32.0,182.88,195.58,28.0,170.18,177.8
2271,Roland Delorme,Ulka Sasaki,Blue,Bantamweight,3,30.0,175.26,180.34,24.0,177.8,180.34
2272,An Ying Wang,Colby Covington,Blue,Welterweight,3,23.0,182.88,182.88,26.0,180.34,182.88
2273,Yao Zhikui,Royston Wee,Blue,Bantamweight,3,23.0,165.1,162.56,27.0,170.18,170.18
2274,Elizabeth Phillips,Milana Dudieva,Blue,Women's Bantamweight,3,28.0,167.64,165.1,25.0,160.02,154.94
2275,Ryan Bader,Ovince Saint Preux,Red,Light Heavyweight,5,31.0,187.96,187.96,31.0,190.5,203.2
2276,Gray Maynard,Ross Pearson,Blue,Lightweight,3,35.0,175.26,177.8,29.0,172.72,175.26
2277,Tim Boetsch,Brad Tavares,Red,Middleweight,3,33.0,182.88,187.96,26.0,185.42,187.96
2278,Seth Baczynski,Alan Jouban,Blue,Welterweight,3,32.0,190.5,187.96,32.0,182.88,185.42
2279,Shawn Jordan,Jack May,Red,Heavyweight,3,29.0,182.88,190.5,33.0,203.2,200.66
2280,Thiago Tavares,Robert Peralta,Red,Featherweight,3,29.0,170.18,172.72,28.0,172.72,180.34
2281,Jussier Formiga,Zach Makovsky,Red,Flyweight,3,29.0,165.1,170.18,31.0,162.56,162.56
2282,Sara McMann,Lauren Murphy,Red,Women's Bantamweight,3,33.0,167.64,167.64,31.0,170.18,170.18
2283,Tom Watson,Sam Alvey,Red,Middleweight,3,32.0,185.42,185.42,28.0,187.96,190.5
2284,Nolan Ticman,Frankie Saenz,Blue,Bantamweight,3,26.0,167.64,175.26,34.0,167.64,167.64
2285,Robbie Lawler,Matt Brown,Red,Welterweight,5,32.0,180.34,187.96,33.0,182.88,190.5
2286,Anthony Johnson,Rogerio Nogueira,Red,Light Heavyweight,3,30.0,187.96,198.12,38.0,187.96,190.5
2287,Clay Guida,Dennis Bermudez,Blue,Featherweight,3,32.0,170.18,177.8,27.0,167.64,167.64
2288,Josh Thomson,Bobby Green,Blue,Lightweight,3,35.0,177.8,180.34,27.0,177.8,180.34
2289,Daron Cruickshank,Jorge Masvidal,Blue,Lightweight,3,29.0,172.72,182.88,29.0,180.34,187.96
2290,Kyle Kingsbury,Patrick Cummins,Blue,Light Heavyweight,3,32.0,193.04,193.04,33.0,187.96,193.04
2291,Hernani Perpetuo,Tim Means,Blue,Welterweight,3,29.0,182.88,187.96,30.0,187.96,190.5
2292,Akbarh Arreola,Tiago Trator,Blue,Lightweight,3,31.0,177.8,180.34,27.0,175.26,177.8
2293,Andreas Stahl,Gilbert Burns,Blue,Welterweight,3,26.0,180.34,185.42,28.0,177.8,180.34
2294,Juliana Lima,Joanna Jedrzejczyk,Blue,Women's Strawweight,3,32.0,165.1,165.1,26.0,167.64,165.1
2295,Steven Siler,Noad Lahat,Blue,Featherweight,3,27.0,180.34,177.8,30.0,175.26,175.26
2296,Conor McGregor,Diego Brandao,Red,Featherweight,5,26.0,175.26,187.96,27.0,170.18,172.72
2297,Gunnar Nelson,Zak Cummings,Red,Welterweight,3,25.0,180.34,182.88,29.0,182.88,190.5
2298,Brad Pickett,Ian McCall,Blue,Flyweight,3,35.0,167.64,172.72,30.0,165.1,162.56
2299,Norman Parke,Naoyuki Kotani,Red,Lightweight,3,27.0,180.34,177.8,32.0,172.72,167.64
2300,Ilir Latifi,Chris Dempsey,Red,Light Heavyweight,3,30.0,177.8,185.42,26.0,177.8,182.88
2301,Neil Seery,Phil Harris,Red,Flyweight,3,34.0,162.56,162.56,30.0,162.56,162.56
2302,Cathal Pendred,Mike King,Red,Middleweight,3,26.0,185.42,190.5,30.0,190.5,190.5
2303,Tor Troeng,Trevor Smith,Blue,Middleweight,3,31.0,187.96,195.58,33.0,190.5,190.5
2304,Cody Donovan,Nikita Krylov,Blue,Light Heavyweight,3,33.0,190.5,187.96,22.0,190.5,195.58
2305,Paddy Holohan,Joshua Sampo,Red,Flyweight,3,26.0,177.8,175.26,29.0,162.56,162.56
2306,Donald Cerrone,Jim Miller,Red,Lightweight,5,31.0,185.42,185.42,30.0,172.72,180.34
2307,Edson Barboza,Evan Dunham,Red,Lightweight,3,28.0,180.34,190.5,32.0,177.8,177.8
2308,Rick Story,Leonardo Mafra,Red,Welterweight,3,29.0,175.26,180.34,25.0,177.8,177.8
2309,Justin Salas,Joe Proctor,Blue,Lightweight,3,32.0,172.72,177.8,28.0,177.8,182.88
2310,John Lineker,Alptekin Ozkilic,Red,Flyweight,3,24.0,160.02,170.18,28.0,165.1,165.1
2311,Lucas Martins,Alex White,Red,Featherweight,3,25.0,182.88,182.88,25.0,182.88,180.34
2312,Gleison Tibau,Pat Healy,Red,Lightweight,3,30.0,177.8,180.34,30.0,182.88,187.96
2313,Jessamyn Duke,Leslie Smith,Blue,Women's Bantamweight,3,28.0,180.34,185.42,31.0,175.26,167.64
2314,Hugo Viana,Aljamain Sterling,Blue,Bantamweight,3,31.0,167.64,170.18,24.0,170.18,180.34
2315,Yosdenis Cedeno,Jerrod Sanders,Red,Lightweight,3,29.0,172.72,175.26,34.0,172.72,182.88
2316,Claudia Gadelha,Tina Lahdemaki,Red,Women's Strawweight,3,25.0,162.56,160.02,26.0,157.48000000000005,157.48
2317,Frankie Edgar,BJ Penn,Red,Featherweight,5,32.0,167.64,172.72,35.0,175.26,177.8
2318,Corey Anderson,Matt Van Buren,Red,Light Heavyweight,4,24.0,190.5,200.66,28.0,195.58,193.04
2319,Dhiego Lima,Eddie Gordon,Blue,Middleweight,4,25.0,187.96,187.96,30.0,182.88,193.04
2320,Derrick Lewis,Guto Inocente,Red,Heavyweight,3,29.0,190.5,200.66,28.0,190.5,195.58
2321,Justin Scoggins,Dustin Ortiz,Blue,Flyweight,3,22.0,170.18,167.64,25.0,165.1,165.1
2322,Jesse Ronson,Kevin Lee,Blue,Lightweight,3,28.0,177.8,182.88,21.0,175.26,195.58
2323,Jumabieke Tuerxun,Leandro Issa,Blue,Bantamweight,3,28.0,170.18,170.18,30.0,170.18,175.26
2324,Adriano Martins,Juan Puig,Red,Lightweight,3,31.0,177.8,182.88,25.0,175.26,182.88
2325,Patrick Walsh,Daniel Spohn,Red,Light Heavyweight,3,25.0,180.34,180.34,29.0,193.04,200.66
2326,Sarah Moras,Alexis Dufresne,Red,Catch Weight,3,26.0,170.18,170.18,23.0,175.26,172.72
2327,Chris Weidman,Lyoto Machida,Red,Middleweight,5,30.0,187.96,198.12,36.0,185.42,187.96
2328,Ronda Rousey,Alexis Davis,Red,Women's Bantamweight,5,27.0,170.18,172.72,29.0,167.64,172.72
2329,Uriah Hall,Thiago Santos,Red,Middleweight,3,29.0,182.88,200.66,30.0,187.96,193.04
2330,Marcus Brimage,Russell Doane,Blue,Bantamweight,3,29.0,162.56,180.34,27.0,170.18,177.8
2331,Urijah Faber,Alex Caceres,Red,Bantamweight,3,35.0,167.64,170.18,26.0,177.8,185.42
2332,Kenny Robertson,Ildemar Alcantara,Red,Welterweight,3,30.0,177.8,187.96,31.0,187.96,198.12
2333,Chris Camozzi,Bruno Santos,Blue,Middleweight,3,27.0,187.96,193.04,26.0,175.26,175.26
2334,George Roop,Rob Font,Blue,Bantamweight,3,32.0,185.42,182.88,27.0,172.72,180.34
2335,Luke Zachrich,Guilherme Vasconcelos,Red,Middleweight,3,32.0,187.96,187.96,28.0,182.88,187.96
2336,Cub Swanson,Jeremy Stephens,Red,Featherweight,5,30.0,172.72,177.8,28.0,172.72,180.34
2337,Kelvin Gastelum,Nico Musoke,Red,Welterweight,3,22.0,175.26,180.34,28.0,182.88,190.5
2338,Cezar Ferreira,Andrew Craig,Red,Middleweight,3,29.0,185.42,198.12,28.0,185.42,193.04
2339,Ricardo Lamas,Hacran Dias,Red,Featherweight,3,32.0,172.72,180.34,30.0,172.72,175.26
2340,Clint Hester,Antonio Braga Neto,Red,Middleweight,3,27.0,187.96,195.58,26.0,190.5,195.58
2341,Joe Ellenberger,James Moontasri,Red,Lightweight,3,29.0,175.26,182.88,26.0,177.8,180.34
2342,Colton Smith,Diego Ferreira,Blue,Lightweight,3,26.0,182.88,180.34,29.0,175.26,187.96
2343,Johnny Bedford,Cody Gibson,Blue,Bantamweight,3,31.0,177.8,180.34,26.0,177.8,180.34
2344,Marcelo Guimaraes,Andy Enz,Red,Middleweight,3,31.0,182.88,185.42,22.0,190.5,198.12
2345,Ray Borg,Shane Howell,Red,Flyweight,3,20.0,162.56,160.02,30.0,172.72,175.26
2346,Aleksei Oleinik,Anthony Hamilton,Red,Heavyweight,3,37.0,187.96,203.2,34.0,195.58,193.04
