,R_fighter,B_fighter,winner,weight_class,no_of_rounds,R_age,R_Height_cms,R_Reach_cms,B_age,B_Height_cms,B_Reach_cms
995,Darren Till,Jessin Ayari,Red,Welterweight,3,24.0,182.88,187.96,24.0,182.88,185.42
997,Stipe Miocic,Junior Dos Santos,Red,Heavyweight,5,34.0,193.04,203.2,33.0,193.04,195.58
998,Joanna Jedrzejczyk,Jessica Andrade,Red,Women's Strawweight,5,29.0,167.64,165.1,25.0,154.94,157.48
999,Demian Maia,Jorge Masvidal,Red,Welterweight,3,39.0,185.42,182.88,32.0,180.34,187.96
1000,Frankie Edgar,Yair Rodriguez,Red,Featherweight,3,35.0,167.64,172.72,24.0,180.34,180.34
1003,Chase Sherman,Rashad Coulter,Red,Heavyweight,3,27.0,193.04,198.12,35.0,180.34,193.04
1004,James Vick,Polo Reyes,Red,Lightweight,3,30.0,190.5,193.04,32.0,180.34,180.34
1008,Cub Swanson,Artem Lobov,Red,Featherweight,5,33.0,172.72,177.8,30.0,175.26,165.1
1009,Al Iaquinta,Diego Sanchez,Red,Lightweight,3,29.0,177.8,177.8,35.0,177.8,182.88
1010,Ovince Saint Preux,Marcos Rogerio de Lima,Red,Light Heavyweight,3,34.0,190.5,203.2,31.0,185.42,190.5
1011,John Dodson,Eddie Wineland,Red,Bantamweight,3,32.0,160.02,167.64,32.0,170.18,175.26
1014,Thales Leites,Sam Alvey,Red,Middleweight,3,35.0,185.42,198.12,30.0,187.96,190.5
1016,Scott Holtzman,Michael McBride,Red,Lightweight,3,33.0,175.26,175.26,31.0,185.42,190.5
1018,Alexis Davis,Cindy Dandois,Red,Women's Bantamweight,3,32.0,167.64,172.72,32.0,170.18,172.72
1019,Bryan Barberena,Joe Proctor,Red,Welterweight,3,27.0,182.88,182.88,31.0,177.8,182.88
1020,Hector Sandoval,Matt Schnell,Red,Flyweight,3,30.0,157.48000000000005,162.56,27.0,172.72,177.8
1021,Demetrious Johnson,Wilson Reis,Red,Flyweight,5,30.0,160.02,167.64,32.0,162.56,165.1
1022,Rose Namajunas,Michelle Waterson,Red,Women's Strawweight,3,24.0,165.1,165.1,31.0,160.02,157.48
1025,Alexander Volkov,Roy Nelson,Red,Heavyweight,3,28.0,200.66,203.2,40.0,182.88,182.88
1029,Aljamain Sterling,Augusto Mendes,Red,Bantamweight,3,27.0,170.18,180.34,34.0,167.64,165.1
1030,Devin Clark,Jake Collier,Red,Light Heavyweight,3,27.0,182.88,190.5,28.0,190.5,198.12
1031,Anthony Smith,Andrew Sanchez,Red,Middleweight,3,28.0,193.04,193.04,29.0,185.42,187.96
1032,Zak Cummings,Nathan Coy,Red,Welterweight,3,32.0,182.88,190.5,38.0,177.8,175.26
1034,Daniel Cormier,Anthony Johnson,Red,Light Heavyweight,5,38.0,180.34,182.88,33.0,187.96,198.12
1036,Cynthia Calvillo,Pearl Gonzalez,Red,Women's Strawweight,3,29.0,162.56,162.56,30.0,162.56,172.72
1037,Thiago Alves,Patrick Cote,Red,Welterweight,3,33.0,175.26,177.8,37.0,180.34,180.34
1039,Myles Jury,Mike de la Torre,Red,Featherweight,3,28.0,177.8,185.42,30.0,180.34,180.34
1040,Kamaru Usman,Sean Strickland,Red,Welterweight,3,29.0,182.88,193.04,26.0,185.42,193.04
1041,Shane Burgos,Charles Rosa,Red,Featherweight,3,26.0,180.34,190.5,30.0,175.26,175.26
1042,Patrick Cummins,Jan Blachowicz,Red,Light Heavyweight,3,36.0,187.96,193.04,34.0,187.96,198.12
1043,Gregor Gillespie,Andrew Holbrook,Red,Lightweight,3,30.0,170.18,180.34,31.0,180.34,177.8
1045,Katlyn Chookagian,Irene Aldana,Red,Women's Bantamweight,3,28.0,175.26,172.72,29.0,175.26,172.72
1047,Jimi Manuwa,Corey Anderson,Red,Light Heavyweight,3,37.0,185.42,200.66,27.0,190.5,200.66
1048,Gunnar Nelson,Alan Jouban,Red,Welterweight,3,28.0,180.34,182.88,35.0,182.88,185.42
1050,Arnold Allen,Makwan Amirkhani,Red,Featherweight,3,23.0,172.72,177.8,28.0,177.8,182.88
1051,Joe Duffy,Reza Madadi,Red,Lightweight,3,29.0,177.8,185.42,38.0,180.34,182.88
1054,Leon Edwards,Vicente Luque,Red,Welterweight,3,25.0,182.88,187.96,25.0,180.34,190.5
1055,Marc Diakiese,Teemu Packalen,Red,Lightweight,3,24.0,177.8,185.42,29.0,185.42,182.88
1056,Bradley Scott,Scott Askham,Red,Middleweight,3,27.0,185.42,193.04,28.0,190.5,190.5
1057,Lina Lansberg,Lucie Pudilova,Red,Women's Bantamweight,3,35.0,170.18,165.1,22.0,172.72,170.18
1058,Mauricio Rua,Gian Villante,Red,Light Heavyweight,3,35.0,185.42,193.04,31.0,190.5,193.04
1059,Edson Barboza,Beneil Dariush,Red,Lightweight,3,31.0,180.34,190.5,27.0,177.8,182.88
1061,Alex Oliveira,Tim Means,Red,Welterweight,3,29.0,180.34,193.04,33.0,187.96,190.5
1063,Sergio Moraes,Davi Ramos,Red,Welterweight,3,34.0,182.88,182.88,30.0,167.64,177.8
1065,Michel Prazeres,Joshua Burkman,Red,Lightweight,3,35.0,167.64,170.18,36.0,177.8,182.88
1068,Tyron Woodley,Stephen Thompson,Red,Welterweight,5,34.0,175.26,187.96,34.0,182.88,190.5
1072,Alistair Overeem,Mark Hunt,Red,Heavyweight,3,36.0,193.04,203.2,42.0,177.8,182.88
1073,Marcin Tybura,Luis Henrique,Red,Heavyweight,3,31.0,190.5,198.12,23.0,187.96,187.96
1075,Iuri Alcantara,Luke Sanders,Red,Bantamweight,3,36.0,175.26,180.34,31.0,167.64,170.18
1076,Mark Godbeer,Daniel Spitz,Red,Heavyweight,3,33.0,193.04,195.58,26.0,200.66,208.28
1077,Tyson Pedro,Paul Craig,Red,Light Heavyweight,3,25.0,190.5,200.66,29.0,190.5,193.04
1078,Albert Morales,Andre Soukhamthath,Red,Bantamweight,3,25.0,175.26,182.88,28.0,175.26,177.8
1079,Derrick Lewis,Travis Browne,Red,Heavyweight,5,32.0,190.5,200.66,34.0,198.12,200.66
1080,Johny Hendricks,Hector Lombard,Red,Middleweight,3,33.0,175.26,175.26,39.0,175.26,180.34
1082,Elias Theodorou,Cezar Ferreira,Red,Middleweight,3,28.0,185.42,190.5,32.0,185.42,198.12
1083,Sara McMann,Gina Mazany,Red,Women's Bantamweight,3,36.0,167.64,167.64,28.0,167.64,172.72
1084,Paul Felder,Alessandro Ricci,Red,Lightweight,3,32.0,180.34,177.8,34.0,180.34,175.26
1087,Aiemann Zahabi,Reginaldo Vieira,Red,Bantamweight,3,29.0,172.72,172.72,34.0,170.18,165.1
1089,Gerald Meerschaert,Ryan Janes,Red,Middleweight,3,29.0,185.42,195.58,35.0,190.5,193.04
1091,Anderson Silva,Derek Brunson,Red,Middleweight,3,41.0,187.96,195.58,33.0,185.42,195.58
1092,Jacare Souza,Tim Boetsch,Red,Middleweight,3,37.0,185.42,182.88,36.0,182.88,187.96
1093,Glover Teixeira,Jared Cannonier,Red,Light Heavyweight,3,37.0,187.96,193.04,32.0,180.34,195.58
1094,Dustin Poirier,Jim Miller,Red,Lightweight,3,28.0,175.26,182.88,33.0,172.72,180.34
1096,Wilson Reis,Ulka Sasaki,Red,Flyweight,3,32.0,162.56,165.1,27.0,177.8,180.34
1098,Rick Glenn,Phillipe Nover,Red,Featherweight,3,27.0,182.88,177.8,33.0,175.26,182.88
1099,Ryan LaFlare,Roan Carneiro,Red,Welterweight,3,33.0,185.42,187.96,38.0,180.34,187.96
1105,Jessica Andrade,Angela Hill,Red,Women's Strawweight,3,25.0,154.94,157.48,32.0,160.02,162.56
1106,Chas Skelly,Chris Gruetzemacher,Red,Featherweight,3,31.0,180.34,182.88,30.0,172.72,172.72
1107,Ricardo Ramos,Michinori Tanaka,Red,Bantamweight,3,21.0,175.26,182.88,26.0,165.1,170.18
1108,Tecia Torres,Bec Rawlings,Red,Women's Strawweight,3,27.0,154.94,152.4,27.0,167.64,162.56
1110,Valentina Shevchenko,Julianna Pena,Red,Women's Bantamweight,5,28.0,165.1,167.64,27.0,167.64,175.26
1115,Raphael Assuncao,Aljamain Sterling,Red,Bantamweight,3,34.0,165.1,167.64,27.0,170.18,180.34
1118,Eric Spicely,Alessio Di Chirico,Red,Middleweight,3,30.0,185.42,185.42,27.0,182.88,187.96
1119,Marcos Rogerio de Lima,Jeremy Kimball,Red,Light Heavyweight,3,31.0,185.42,190.5,26.0,182.88,182.88
1120,Alexandre Pantoja,Eric Shelton,Red,Flyweight,3,26.0,165.1,170.18,25.0,167.64,172.72
1121,Jason Gonzalez,JC Cottrell,Red,Lightweight,3,26.0,187.96,187.96,27.0,175.26,180.34
1122,Yair Rodriguez,BJ Penn,Red,Featherweight,5,24.0,180.34,180.34,38.0,175.26,177.8
1123,Joe Lauzon,Marcin Held,Red,Lightweight,3,32.0,177.8,180.34,24.0,175.26,180.34
1128,Aleksei Oleinik,Viktor Pesta,Red,Heavyweight,3,39.0,187.96,203.2,26.0,190.5,195.58
1129,Anthony Rocco Martin,Alex White,Red,Lightweight,3,27.0,182.88,185.42,28.0,182.88,180.34
1131,Walt Harris,Chase Sherman,Red,Heavyweight,3,33.0,195.58,195.58,27.0,193.04,198.12
1134,Amanda Nunes,Ronda Rousey,Red,Women's Bantamweight,5,28.0,172.72,175.26,29.0,170.18,172.72
1136,TJ Dillashaw,John Lineker,Red,Bantamweight,3,30.0,167.64,170.18,26.0,160.02,170.18
1137,Dong Hyun Kim,Tarec Saffiedine,Red,Welterweight,3,35.0,187.96,193.04,30.0,177.8,177.8
1140,Antonio Carlos Junior,Marvin Vettori,Red,Middleweight,3,26.0,187.96,200.66,23.0,182.88,187.96
1145,Urijah Faber,Brad Pickett,Red,Bantamweight,3,37.0,167.64,170.18,38.0,167.64,172.72
1146,Alan Jouban,Mike Perry,Red,Welterweight,3,35.0,182.88,185.42,25.0,177.8,180.34
1151,Josh Emmett,Scott Holtzman,Red,Lightweight,3,31.0,167.64,177.8,33.0,175.26,175.26
1152,Leslie Smith,Irene Aldana,Red,Women's Bantamweight,3,34.0,175.26,167.64,28.0,175.26,172.72
1153,Eddie Wineland,Takeya Mizugaki,Red,Bantamweight,3,32.0,170.18,175.26,33.0,170.18,172.72
1154,Hector Sandoval,Fredy Serrano,Red,Flyweight,3,30.0,157.48000000000005,162.56,37.0,160.02,165.1
1156,Max Holloway,Anthony Pettis,Red,Featherweight,5,25.0,180.34,175.26,29.0,177.8,182.88
1157,Donald Cerrone,Matt Brown,Red,Welterweight,3,33.0,185.42,185.42,35.0,182.88,190.5
1158,Cub Swanson,Dooho Choi,Red,Featherweight,3,33.0,172.72,177.8,25.0,177.8,177.8
1162,Olivier Aubin-Mercier,Drew Dober,Red,Lightweight,3,27.0,175.26,177.8,28.0,172.72,177.8
1168,Derrick Lewis,Shamil Abdurakhimov,Red,Heavyweight,5,31.0,190.5,200.66,35.0,190.5,193.04
1169,Francis Ngannou,Anthony Hamilton,Red,Heavyweight,3,30.0,193.04,210.82,36.0,195.58,193.04
1170,Corey Anderson,Sean O'Connell,Red,Light Heavyweight,3,27.0,190.5,200.66,33.0,185.42,187.96
1171,Gian Villante,Saparbeg Safarov,Red,Light Heavyweight,3,31.0,190.5,193.04,30.0,185.42,198.12
1172,Justine Kish,Ashley Yoder,Red,Women's Strawweight,3,28.0,165.1,162.56,29.0,170.18,175.26
1173,Randy Brown,Brian Camozzi,Red,Welterweight,3,26.0,190.5,198.12,25.0,187.96,198.12
1175,Andrew Sanchez,Trevor Smith,Red,Middleweight,3,28.0,185.42,187.96,35.0,190.5,190.5
1179,Juliana Lima,JJ Aldrich,Red,Women's Strawweight,3,34.0,165.1,165.1,24.0,165.1,170.18
1180,Demetrious Johnson,Tim Elliott,Red,Flyweight,5,30.0,160.02,167.64,29.0,170.18,167.64
1181,Joseph Benavidez,Henry Cejudo,Red,Flyweight,3,32.0,162.56,165.1,29.0,162.56,162.56
1184,Sara McMann,Alexis Davis,Red,Women's Bantamweight,3,36.0,167.64,167.64,32.0,167.64,172.72
1185,Brandon Moreno,Ryan Benoit,Red,Flyweight,3,22.0,170.18,177.8,27.0,165.1,172.72
1187,Rob Font,Matt Schnell,Red,Bantamweight,3,29.0,172.72,180.34,26.0,172.72,177.8
1188,Dong Hyun Ma,Brendan O'Reilly,Red,Lightweight,3,28.0,180.34,177.8,29.0,170.18,175.26
1192,Robert Whittaker,Derek Brunson,Red,Middleweight,5,25.0,182.88,185.42,32.0,185.42,195.58
1198,Daniel Kelly,Chris Camozzi,Red,Middleweight,3,39.0,182.88,177.8,30.0,187.96,193.04
1199,Damien Brown,Jon Tuck,Red,Lightweight,3,31.0,177.8,172.72,32.0,180.34,185.42
1201,Ben Nguyen,Geane Herrera,Red,Flyweight,3,28.0,165.1,165.1,26.0,165.1,167.64
1203,Marlon Vera,Ning Guangyou,Red,Featherweight,3,23.0,172.72,177.8,34.0,162.56,162.56
1205,Ryan Bader,Rogerio Nogueira,Red,Light Heavyweight,5,33.0,187.96,187.96,40.0,187.96,190.5
1206,Thomas Almeida,Albert Morales,Red,Bantamweight,3,25.0,170.18,177.8,25.0,175.26,182.88
1207,Claudia Gadelha,Cortney Casey,Red,Women's Strawweight,3,27.0,162.56,160.02,29.0,170.18,170.18
1210,Sergio Moraes,Zak Ottow,Red,Welterweight,3,34.0,182.88,182.88,29.0,180.34,182.88
1211,Cezar Ferreira,Jack Hermansson,Red,Middleweight,3,31.0,185.42,198.12,28.0,185.42,195.58
1213,Johnny Eduardo,Manvel Gamburyan,Red,Bantamweight,3,38.0,170.18,180.34,35.0,165.1,170.18
1214,Luis Henrique,Christian Colombo,Red,Heavyweight,3,23.0,187.96,187.96,36.0,195.58,203.2
1215,Pedro Munhoz,Justin Scoggins,Red,Bantamweight,3,30.0,167.64,165.1,24.0,170.18,167.64
1216,Gegard Mousasi,Uriah Hall,Red,Middleweight,5,31.0,187.96,193.04,32.0,182.88,200.66
1219,Artem Lobov,Teruto Ishihara,Red,Featherweight,3,30.0,175.26,165.1,25.0,170.18,175.26
1221,Kyoji Horiguchi,Ali Bagautinov,Red,Flyweight,3,26.0,165.1,167.64,31.0,162.56,165.1
1222,Kevin Lee,Magomed Mustafaev,Red,Lightweight,3,24.0,175.26,195.58,28.0,172.72,180.34
1224,Justin Ledet,Mark Godbeer,Red,Heavyweight,3,28.0,193.04,203.2,32.0,193.04,195.58
1225,Zak Cummings,Alexander Yakovlev,Red,Welterweight,3,32.0,182.88,190.5,32.0,190.5,187.96
1226,Marion Reneau,Milana Dudieva,Red,Women's Bantamweight,3,39.0,167.64,172.72,27.0,160.02,154.94
1227,Brett Johns,Kwan Ho Kwak,Red,Bantamweight,3,24.0,170.18,180.34,27.0,165.1,177.8
1230,Joanna Jedrzejczyk,Karolina Kowalkiewicz,Red,Women's Strawweight,5,29.0,167.64,165.1,31.0,160.02,162.56
1233,Frankie Edgar,Jeremy Stephens,Red,Featherweight,3,35.0,167.64,172.72,30.0,172.72,180.34
1234,Khabib Nurmagomedov,Michael Johnson,Red,Lightweight,3,28.0,177.8,177.8,30.0,177.8,185.42
1236,Vicente Luque,Belal Muhammad,Red,Welterweight,3,24.0,180.34,190.5,28.0,180.34,182.88
1237,Jim Miller,Thiago Alves,Red,Catch Weight,3,33.0,172.72,180.34,33.0,175.26,177.8
1238,Liz Carmouche,Katlyn Chookagian,Red,Women's Bantamweight,3,32.0,167.64,167.64,27.0,175.26,172.72
1240,Diego Sanchez,Marcin Held,Red,Lightweight,3,34.0,177.8,182.88,24.0,175.26,180.34
1241,Ricardo Lamas,Charles Oliveira,Red,Featherweight,3,34.0,172.72,180.34,27.0,177.8,187.96
1242,Martin Bravo,Claudio Puelles,Red,Lightweight,4,23.0,172.72,180.34,20.0,180.34,182.88
1243,Beneil Dariush,Rashid Magomedov,Red,Lightweight,3,27.0,177.8,182.88,31.0,175.26,177.8
1244,Alexa Grasso,Heather Jo Clark,Red,Women's Strawweight,3,23.0,165.1,167.64,36.0,167.64,162.56
1245,Erik Perez,Felipe Arantes,Red,Bantamweight,3,26.0,172.72,172.72,28.0,172.72,185.42
1249,Sam Alvey,Alex Nicholson,Red,Middleweight,3,30.0,187.96,190.5,26.0,193.04,205.74
1250,Polo Reyes,Jason Novelli,Red,Lightweight,3,31.0,180.34,180.34,37.0,182.88,190.5
1251,Enrique Barzola,Chris Avila,Red,Featherweight,3,27.0,170.18,177.8,23.0,177.8,182.88
1252,Michael Bisping,Dan Henderson,Red,Middleweight,5,37.0,185.42,190.5,46.0,180.34,187.96
1255,Stefan Struve,Daniel Omielanczuk,Red,Heavyweight,3,28.0,210.82,213.36,34.0,182.88,187.96
1256,Mirsad Bektic,Russell Doane,Red,Featherweight,3,25.0,172.72,177.8,30.0,170.18,177.8
1259,Leon Edwards,Albert Tumenov,Red,Welterweight,3,25.0,182.88,187.96,24.0,180.34,185.42
1262,Leonardo Santos,Adriano Martins,Red,Lightweight,3,36.0,182.88,190.5,33.0,177.8,182.88
1263,John Lineker,John Dodson,Red,Bantamweight,5,26.0,160.02,170.18,32.0,160.02,167.64
1267,Henrique da Silva,Joachim Christensen,Red,Light Heavyweight,3,27.0,190.5,193.04,37.0,190.5,193.04
1269,Shamil Abdurakhimov,Walt Harris,Red,Heavyweight,3,35.0,190.5,193.04,33.0,195.58,195.58
1271,Nate Marquardt,Tamdan McCrory,Red,Middleweight,3,37.0,182.88,187.96,29.0,193.04,198.12
1275,Cris Cyborg,Lina Lansberg,Red,Catch Weight,5,31.0,172.72,172.72,34.0,170.18,165.1
1276,Renan Barao,Phillipe Nover,Red,Featherweight,3,29.0,167.64,177.8,32.0,175.26,182.88
1277,Roy Nelson,Antonio Silva,Red,Heavyweight,3,40.0,182.88,182.88,37.0,193.04,203.2
1278,Francisco Trinaldo,Paul Felder,Red,Lightweight,3,38.0,175.26,177.8,32.0,180.34,177.8
1280,Godofredo Pepey,Mike de la Torre,Red,Featherweight,3,29.0,170.18,185.42,30.0,180.34,180.34
1282,Rani Yahya,Michinori Tanaka,Red,Bantamweight,3,32.0,167.64,170.18,25.0,165.1,170.18
1283,Jussier Formiga,Dustin Ortiz,Red,Flyweight,3,31.0,165.1,170.18,27.0,165.1,165.1
1284,Erick Silva,Luan Chagas,Red,Welterweight,3,32.0,182.88,187.96,23.0,182.88,190.5
1285,Alan Patrick,Stevie Ray,Red,Lightweight,3,33.0,180.34,187.96,26.0,177.8,177.8
1286,Vicente Luque,Hector Urbina,Red,Welterweight,3,24.0,180.34,190.5,29.0,180.34,185.42
1290,Evan Dunham,Rick Glenn,Red,Lightweight,3,34.0,177.8,177.8,27.0,182.88,177.8
1291,Roan Carneiro,Kenny Robertson,Red,Welterweight,3,38.0,180.34,187.96,32.0,177.8,187.96
1293,Chas Skelly,Maximo Blanco,Red,Featherweight,3,31.0,180.34,182.88,32.0,172.72,180.34
1294,Gabriel Benitez,Sam Sicilia,Red,Featherweight,3,28.0,172.72,180.34,30.0,172.72,170.18
1296,Antonio Carlos Junior,Leonardo Augusto Leleco,Red,Middleweight,3,26.0,187.96,200.66,34.0,182.88,185.42
1297,Jose Quinonez,Joey Gomez,Red,Bantamweight,3,26.0,172.72,175.26,27.0,177.8,180.34
1299,Stipe Miocic,Alistair Overeem,Red,Heavyweight,5,34.0,193.04,203.2,36.0,193.04,203.2
1300,Fabricio Werdum,Travis Browne,Red,Heavyweight,3,39.0,193.04,195.58,34.0,198.12,200.66
1303,Jessica Andrade,Joanne Calderwood,Red,Women's Strawweight,3,24.0,154.94,157.48,30.0,167.64,165.1
1305,Brad Tavares,Caio Magalhaes,Red,Middleweight,3,28.0,185.42,187.96,28.0,185.42,185.42
1306,Nik Lentz,Michael McBride,Red,Lightweight,3,32.0,172.72,172.72,30.0,185.42,190.5
1307,Drew Dober,Jason Gonzalez,Red,Lightweight,3,27.0,172.72,177.8,26.0,187.96,187.96
1308,Yancy Medeiros,Sean Spencer,Red,Welterweight,3,29.0,177.8,190.5,29.0,177.8,190.5
1310,Alexander Gustafsson,Jan Blachowicz,Red,Light Heavyweight,3,29.0,195.58,200.66,33.0,187.96,198.12
1311,Ryan Bader,Ilir Latifi,Red,Light Heavyweight,3,33.0,187.96,187.96,33.0,177.8,185.42
1312,Nick Hein,Tae Hyun Bang,Red,Lightweight,3,32.0,167.64,167.64,33.0,175.26,180.34
1313,Jessin Ayari,Jimmy Wallhead,Red,Welterweight,3,24.0,182.88,185.42,32.0,177.8,185.42
1314,Peter Sobotta,Nicolas Dalby,Red,Welterweight,3,29.0,182.88,190.5,31.0,180.34,187.96
1315,Ashlee Evans-Smith,Veronica Macedo,Red,Women's Bantamweight,3,29.0,172.72,170.18,20.0,162.56,162.56
1316,Taylor Lapilus,Leandro Issa,Red,Bantamweight,3,24.0,167.64,185.42,32.0,170.18,175.26
1318,Rustam Khabilov,Leandro Silva,Red,Lightweight,3,29.0,172.72,185.42,30.0,175.26,182.88
1319,Demian Maia,Carlos Condit,Red,Welterweight,5,38.0,185.42,182.88,32.0,187.96,190.5
1320,Anthony Pettis,Charles Oliveira,Red,Featherweight,3,29.0,177.8,182.88,26.0,177.8,187.96
1321,Paige VanZant,Bec Rawlings,Red,Women's Strawweight,3,22.0,162.56,165.1,27.0,167.64,162.56
1323,Sam Alvey,Kevin Casey,Red,Middleweight,3,30.0,187.96,190.5,35.0,180.34,195.58
1327,Chad Laprise,Thibault Gouti,Red,Lightweight,3,30.0,177.8,180.34,29.0,177.8,182.88
1328,Jeremy Kennedy,Alessandro Ricci,Red,Lightweight,3,23.0,180.34,180.34,34.0,180.34,175.26
1330,Anthony Johnson,Glover Teixeira,Red,Light Heavyweight,3,32.0,187.96,198.12,36.0,187.96,193.04
1333,Tim Means,Sabah Homasi,Red,Welterweight,3,32.0,187.96,190.5,27.0,182.88,182.88
1334,Cody Garbrandt,Takeya Mizugaki,Red,Bantamweight,3,25.0,172.72,165.1,32.0,170.18,172.72
1335,Raquel Pennington,Elizabeth Phillips,Red,Women's Bantamweight,3,27.0,170.18,170.18,30.0,167.64,165.1
1336,Artem Lobov,Chris Avila,Red,Featherweight,3,30.0,175.26,165.1,23.0,177.8,182.88
1339,Colby Covington,Max Griffin,Red,Welterweight,3,28.0,180.34,182.88,30.0,180.34,193.04
1341,Yair Rodriguez,Alex Caceres,Red,Featherweight,5,23.0,180.34,180.34,28.0,177.8,185.42
1342,Dennis Bermudez,Rony Jason,Red,Featherweight,3,29.0,167.64,167.64,32.0,170.18,177.8
1343,Thales Leites,Chris Camozzi,Red,Middleweight,3,34.0,185.42,198.12,29.0,187.96,193.04
1344,Santiago Ponzinibbio,Zak Cummings,Red,Welterweight,3,29.0,182.88,185.42,32.0,182.88,190.5
1345,Trevor Smith,Joe Gigliotti,Red,Middleweight,3,35.0,190.5,190.5,22.0,180.34,175.26
1346,Maryna Moroz,Danielle Taylor,Red,Women's Strawweight,3,24.0,170.18,170.18,26.0,152.4,152.4
1347,Court McGee,Dominique Steele,Red,Welterweight,3,31.0,180.34,190.5,28.0,177.8,187.96
1349,David Teymur,Jason Novelli,Red,Lightweight,3,27.0,175.26,185.42,37.0,182.88,190.5
1350,Teruto Ishihara,Horacio Gutierrez,Red,Featherweight,3,25.0,170.18,175.26,25.0,177.8,175.26
1351,Cub Swanson,Tatsuya Kawajiri,Red,Featherweight,3,32.0,172.72,177.8,38.0,170.18,175.26
1357,Ryan Benoit,Fredy Serrano,Red,Flyweight,3,26.0,165.1,172.72,36.0,160.02,165.1
1358,Nikita Krylov,Ed Herman,Red,Light Heavyweight,3,24.0,190.5,195.58,35.0,185.42,195.58
1360,Anthony Hamilton,Damian Grabowski,Red,Heavyweight,3,36.0,195.58,193.04,36.0,185.42,190.5
1361,Wilson Reis,Hector Sandoval,Red,Flyweight,3,31.0,162.56,165.1,30.0,157.48000000000005,162.56
1364,Edson Barboza,Gilbert Melendez,Red,Lightweight,3,30.0,180.34,190.5,34.0,175.26,185.42
1365,Francis Ngannou,Bojan Mihajlovic,Red,Heavyweight,3,29.0,193.04,210.82,36.0,180.34,185.42
1366,Felice Herrig,Kailin Curran,Red,Women's Strawweight,3,31.0,162.56,165.1,25.0,162.56,165.1
1368,Darren Elkins,Godofredo Pepey,Red,Featherweight,3,32.0,177.8,180.34,29.0,170.18,185.42
1369,Kamaru Usman,Alexander Yakovlev,Red,Welterweight,3,29.0,182.88,193.04,32.0,190.5,187.96
1370,Michel Prazeres,JC Cottrell,Red,Lightweight,3,34.0,167.64,170.18,26.0,175.26,180.34
1371,Alex Oliveira,James Moontasri,Red,Welterweight,3,28.0,180.34,193.04,28.0,177.8,180.34
1373,Luis Henrique,Dmitrii Smoliakov,Red,Heavyweight,3,22.0,187.96,187.96,33.0,187.96,187.96
1375,Tony Ferguson,Lando Vannata,Red,Lightweight,3,32.0,180.34,193.04,24.0,175.26,180.34
1376,Tim Boetsch,Josh Samman,Red,Middleweight,3,35.0,182.88,187.96,28.0,190.5,200.66
1379,Louis Smolka,Ben Nguyen,Red,Flyweight,3,24.0,175.26,172.72,27.0,165.1,165.1
1382,Cortney Casey,Cristina Stanciu,Red,Women's Strawweight,3,29.0,170.18,170.18,22.0,160.02,162.56
1383,Scott Holtzman,Cody Pfister,Red,Lightweight,3,32.0,175.26,175.26,26.0,177.8,185.42
1384,Rani Yahya,Matthew Lopez,Red,Bantamweight,3,31.0,167.64,170.18,29.0,170.18,175.26
1387,Daniel Cormier,Anderson Silva,Red,Light Heavyweight,3,37.0,180.34,182.88,41.0,187.96,195.58
1388,Jose Aldo,Frankie Edgar,Red,Featherweight,5,29.0,170.18,177.8,34.0,167.64,172.72
1389,Cain Velasquez,Travis Browne,Red,Heavyweight,3,33.0,185.42,195.58,33.0,198.12,200.66
1392,TJ Dillashaw,Raphael Assuncao,Red,Bantamweight,3,30.0,167.64,170.18,33.0,165.1,167.64
1393,Sage Northcutt,Enrique Marin,Red,Lightweight,3,20.0,182.88,180.34,29.0,177.8,187.96
1395,Gegard Mousasi,Thiago Santos,Red,Middleweight,3,30.0,187.96,193.04,32.0,187.96,193.04
1396,Jim Miller,Takanori Gomi,Red,Lightweight,3,32.0,172.72,180.34,37.0,170.18,177.8
1397,Joanna Jedrzejczyk,Claudia Gadelha,Red,Women's Strawweight,5,28.0,167.64,165.1,27.0,162.56,160.02
1398,Andrew Sanchez,Khalil Rountree Jr.,Red,Light Heavyweight,4,28.0,185.42,187.96,26.0,185.42,193.04
1399,Tatiana Suarez,Amanda Cooper,Red,Women's Strawweight,4,25.0,165.1,167.64,24.0,160.02,162.56
1401,Dooho Choi,Thiago Tavares,Red,Featherweight,3,25.0,177.8,177.8,31.0,170.18,172.72
1402,Joaquim Silva,Andrew Holbrook,Red,Lightweight,3,27.0,172.72,175.26,30.0,180.34,177.8
1403,Gray Maynard,Fernando Bruno,Red,Featherweight,3,37.0,175.26,177.8,34.0,167.64,177.8
1406,Cezar Ferreira,Anthony Smith,Red,Middleweight,3,31.0,185.42,198.12,27.0,193.04,193.04
1408,Li Jingliang,Anton Zafir,Red,Welterweight,3,28.0,182.88,180.34,29.0,180.34,182.88
1411,Alan Jouban,Belal Muhammad,Red,Welterweight,3,34.0,182.88,185.42,27.0,180.34,182.88
1412,Joe Duffy,Mitch Clarke,Red,Lightweight,3,28.0,177.8,185.42,30.0,177.8,185.42
1414,John Makdessi,Mehdi Baghdad,Red,Lightweight,3,31.0,172.72,172.72,31.0,185.42,190.5
1415,Anthony Birchak,Dileno Lopes,Red,Bantamweight,3,30.0,172.72,175.26,31.0,165.1,165.1
1417,Felipe Arantes,Jerrod Sanders,Red,Bantamweight,3,28.0,172.72,185.42,36.0,172.72,182.88
