,R_fighter,B_fighter,winner,weight_class,no_of_rounds,R_age,R_Height_cms,R_Reach_cms,B_age,B_Height_cms,B_Reach_cms
3353,Tyson Griffin,Bart Palaszewski,Blue,Featherweight,3,27.0,167.64,172.72,28.0,175.26,177.8
3356,Chris Camozzi,Francis Carmont,Blue,Middleweight,3,24.0,187.96,193.04,30.0,190.5,198.12
3357,Dustin Jacoby,Clifford Starks,Blue,Middleweight,3,23.0,193.04,198.12,30.0,182.88,195.58
3361,Leonard Garcia,Nam Phan,Blue,Featherweight,3,32.0,177.8,175.26,28.0,167.64,177.8
3362,Melvin Guillard,Joe Lauzon,Blue,Lightweight,3,28.0,175.26,172.72,27.0,177.8,180.34
3365,Joey Beltran,Stipe Miocic,Blue,Heavyweight,3,29.0,185.42,190.5,29.0,193.04,203.2
3366,Tiequan Zhang,Darren Elkins,Blue,Featherweight,3,33.0,172.72,177.8,27.0,177.8,180.34
3368,Steve Cantwell,Mike Massenzio,Blue,Middleweight,3,24.0,187.96,190.5,28.0,187.96,185.42
3370,Pat Barry,Stefan Struve,Blue,Heavyweight,3,32.0,180.34,187.96,23.0,210.82,213.36
3374,Michael Johnson,Paul Sass,Blue,Lightweight,3,25.0,177.8,185.42,23.0,182.88,185.42
3376,Shane Roller,TJ Grant,Blue,Lightweight,3,32.0,177.8,182.88,27.0,177.8,182.88
3380,Matt Hughes,Josh Koscheck,Blue,Welterweight,3,37.0,175.26,185.42,33.0,177.8,185.42
3381,Ben Rothwell,Mark Hunt,Blue,Heavyweight,3,29.0,193.04,198.12,37.0,177.8,182.88
3385,Nick Ring,Tim Boetsch,Blue,Middleweight,3,32.0,182.88,187.96,30.0,182.88,187.96
3389,Jake Shields,Jake Ellenberger,Blue,Welterweight,3,32.0,182.88,182.88,26.0,175.26,180.34
3391,Jonathan Brookins,Erik Koch,Blue,Featherweight,3,26.0,182.88,185.42,22.0,177.8,180.34
3393,Cody McKenzie,Vagner Rocha,Blue,Lightweight,3,23.0,182.88,182.88,29.0,177.8,185.42
3395,Matthew Riddle,Lance Benoist,Blue,Welterweight,3,25.0,185.42,187.96,23.0,180.34,185.42
3397,Clay Harvison,Seth Baczynski,Blue,Welterweight,3,30.0,185.42,187.96,29.0,190.5,187.96
3403,Ross Pearson,Edson Barboza,Blue,Lightweight,3,26.0,172.72,175.26,25.0,180.34,190.5
3405,Luiz Cane,Stanislav Nedkov,Blue,Light Heavyweight,3,30.0,187.96,195.58,29.0,180.34,180.34
3413,Dan Hardy,Chris Lytle,Blue,Welterweight,3,29.0,182.88,187.96,36.0,180.34,172.72
3414,Jim Miller,Benson Henderson,Blue,Lightweight,3,27.0,172.72,180.34,27.0,175.26,177.8
3416,Amir Sadollah,Duane Ludwig,Blue,Welterweight,3,30.0,177.8,187.96,33.0,177.8,177.8
3417,CB Dollaway,Jared Hamman,Blue,Middleweight,3,28.0,187.96,193.04,29.0,190.5,190.5
3427,Dennis Hallman,Brian Ebersole,Blue,Welterweight,3,35.0,175.26,182.88,30.0,182.88,185.42
3428,Jorge Rivera,Costas Philippou,Blue,Middleweight,3,39.0,185.42,185.42,31.0,180.34,185.42
3430,Matt Hamill,Alexander Gustafsson,Blue,Light Heavyweight,3,34.0,185.42,193.04,24.0,195.58,200.66
3437,Wanderlei Silva,Chris Leben,Blue,Middleweight,3,34.0,180.34,187.96,30.0,180.34,187.96
3442,George Sotiropoulos,Rafael Dos Anjos,Blue,Lightweight,3,33.0,177.8,180.34,26.0,172.72,177.8
3444,Brad Tavares,Aaron Simpson,Blue,Middleweight,3,23.0,185.42,187.96,36.0,182.88,185.42
3450,Christian Morecraft,Matt Mitrione,Blue,Heavyweight,3,24.0,198.12,205.74,32.0,190.5,200.66
3452,Joe Stevenson,Javier Vazquez,Blue,Featherweight,3,29.0,170.18,177.8,33.0,170.18,175.26
3454,Daniel Roberts,Rich Attonito,Blue,Welterweight,3,30.0,177.8,187.96,34.0,177.8,182.88
3457,Shane Carwin,Junior Dos Santos,Blue,Heavyweight,3,36.0,187.96,203.2,27.0,193.04,195.58
3461,Vagner Rocha,Donald Cerrone,Blue,Lightweight,3,29.0,177.8,185.42,28.0,185.42,185.42
3462,Yves Edwards,Sam Stout,Blue,Lightweight,3,34.0,175.26,185.42,27.0,175.26,177.8
3463,Jesse Bongfeldt,Chris Weidman,Blue,Middleweight,3,30.0,182.88,182.88,26.0,187.96,198.12
3464,Mike Massenzio,Krzysztof Soszynski,Blue,Light Heavyweight,3,28.0,187.96,185.42,33.0,185.42,195.58
3469,Ramsey Nijem,Tony Ferguson,Blue,Welterweight,3,23.0,180.34,190.5,27.0,180.34,193.04
3472,Fabio Maldonado,Kyle Kingsbury,Blue,Light Heavyweight,3,31.0,185.42,190.5,29.0,193.04,193.04
3473,Chuck O'Neil,Chris Cope,Blue,Welterweight,3,25.0,187.96,182.88,28.0,182.88,182.88
3474,Danny Downes,Jeremy Stephens,Blue,Lightweight,3,25.0,182.88,182.88,25.0,172.72,180.34
3475,Josh Grispi,George Roop,Blue,Featherweight,3,22.0,180.34,187.96,29.0,185.42,182.88
3476,Ryan McGillivray,Shamar Bailey,Blue,Welterweight,3,24.0,180.34,182.88,28.0,175.26,190.5
3482,Stefan Struve,Travis Browne,Blue,Heavyweight,3,23.0,210.82,213.36,28.0,198.12,200.66
3483,Thiago Alves,Rick Story,Blue,Welterweight,3,27.0,175.26,177.8,26.0,175.26,180.34
3485,Miguel Torres,Demetrious Johnson,Blue,Bantamweight,3,30.0,175.26,193.04,24.0,160.02,167.64
3486,Kendall Grove,Tim Boetsch,Blue,Middleweight,3,28.0,198.12,200.66,30.0,182.88,187.96
3489,Cole Escovedo,Renan Barao,Blue,Bantamweight,3,29.0,170.18,182.88,24.0,167.64,177.8
3494,Mark Bocek,Benson Henderson,Blue,Lightweight,3,29.0,172.72,190.5,27.0,175.26,177.8
3495,Nate Diaz,Rory MacDonald,Blue,Welterweight,3,26.0,182.88,193.04,21.0,182.88,193.04
3497,Daniel Roberts,Claude Patrick,Blue,Welterweight,3,30.0,177.8,187.96,30.0,180.34,190.5
3501,Yves Jabouin,Pablo Garza,Blue,Featherweight,3,31.0,170.18,172.72,27.0,185.42,185.42
3504,DaMarques Johnson,Amir Sadollah,Blue,Welterweight,3,28.0,185.42,190.5,30.0,177.8,187.96
3506,Jon Madsen,Mike Russow,Blue,Heavyweight,3,31.0,182.88,182.88,34.0,185.42,185.42
3507,Alex Caceres,Mackens Semerzier,Blue,Featherweight,3,22.0,177.8,185.42,30.0,175.26,182.88
3510,Sean McCorkle,Christian Morecraft,Blue,Heavyweight,3,34.0,200.66,205.74,24.0,198.12,205.74
3512,Mario Miranda,Aaron Simpson,Blue,Middleweight,3,31.0,190.5,187.96,36.0,182.88,185.42
3513,Waylon Lowe,Nik Lentz,Blue,Lightweight,3,30.0,170.18,182.88,26.0,172.72,172.72
3514,Mauricio Rua,Jon Jones,Blue,Light Heavyweight,5,29.0,185.42,193.04,23.0,193.04,213.36
3517,Dan Miller,Nate Marquardt,Blue,Middleweight,3,29.0,185.42,187.96,31.0,182.88,187.96
3518,Mirko Cro Cop,Brendan Schaub,Blue,Heavyweight,3,36.0,187.96,185.42,28.0,193.04,198.12
3521,Ricardo Almeida,Mike Pyle,Blue,Welterweight,3,34.0,182.88,187.96,35.0,182.88,187.96
3522,Kurt Pellegrino,Gleison Tibau,Blue,Lightweight,3,31.0,172.72,177.8,27.0,177.8,180.34
3524,Costas Philippou,Nick Catone,Blue,Catch Weight,3,31.0,180.34,185.42,29.0,182.88,182.88
3527,CB Dollaway,Mark Munoz,Blue,Middleweight,3,27.0,187.96,193.04,33.0,182.88,182.88
3528,Alessio Sakara,Chris Weidman,Blue,Middleweight,3,29.0,182.88,182.88,26.0,187.96,198.12
3530,Steve Cantwell,Cyrille Diabate,Blue,Light Heavyweight,3,24.0,187.96,190.5,37.0,198.12,205.74
3531,Joe Stevenson,Danny Castillo,Blue,Lightweight,3,28.0,170.18,177.8,31.0,175.26,180.34
3532,Thiago Tavares,Shane Roller,Blue,Lightweight,3,26.0,170.18,172.72,31.0,177.8,182.88
3534,Rob Kimmons,Dongi Yang,Blue,Middleweight,3,30.0,177.8,185.42,26.0,177.8,180.34
3535,David Branch,Rousimar Palhares,Blue,Middleweight,3,29.0,185.42,198.12,31.0,172.72,180.34
3538,George Sotiropoulos,Dennis Siver,Blue,Lightweight,3,33.0,177.8,180.34,32.0,167.64,177.8
3540,Chris Camozzi,Kyle Noke,Blue,Middleweight,3,24.0,187.96,193.04,30.0,185.42,193.04
3544,Tom Blackledge,Anthony Perosh,Blue,Light Heavyweight,3,30.0,177.8,182.88,38.0,190.5,190.5
3547,Maciej Jewtuszko,Curt Warburton,Blue,Lightweight,3,30.0,182.88,182.88,29.0,182.88,185.42
3555,Norifumi Yamamoto,Demetrious Johnson,Blue,Bantamweight,3,33.0,162.56,167.64,24.0,160.02,167.64
3563,Cole Miller,Matt Wiman,Blue,Lightweight,3,26.0,185.42,187.96,27.0,177.8,172.72
3564,Cody McKenzie,Yves Edwards,Blue,Lightweight,3,23.0,182.88,182.88,34.0,175.26,185.42
3569,Will Campuzano,Chris Cariaso,Blue,Bantamweight,3,24.0,175.26,177.8,29.0,160.02,160.02
3570,Chris Leben,Brian Stann,Blue,Middleweight,3,30.0,180.34,187.96,30.0,185.42,187.96
3571,Nate Diaz,Dong Hyun Kim,Blue,Welterweight,3,25.0,182.88,193.04,29.0,187.96,193.04
3575,Phil Baroni,Brad Tavares,Blue,Middleweight,3,34.0,175.26,182.88,23.0,185.42,187.96
3576,Mike Brown,Diego Nunes,Blue,Featherweight,3,35.0,167.64,177.8,28.0,167.64,170.18
3582,Joe Stevenson,Mac Danzig,Blue,Lightweight,3,28.0,170.18,177.8,30.0,172.72,177.8
3584,Joe Doerksen,Dan Miller,Blue,Middleweight,3,33.0,182.88,190.5,29.0,185.42,187.96
3586,Matthew Riddle,Sean Pierson,Blue,Welterweight,3,24.0,185.42,187.96,34.0,182.88,193.04
3587,TJ Grant,Ricardo Almeida,Blue,Welterweight,3,26.0,177.8,182.88,34.0,182.88,187.96
3588,Pat Audinwood,John Makdessi,Blue,Lightweight,3,24.0,182.88,182.88,25.0,172.72,172.72
3591,Kendall Grove,Demian Maia,Blue,Middleweight,3,28.0,198.12,200.66,33.0,185.42,182.88
3592,Johny Hendricks,Rick Story,Blue,Welterweight,3,27.0,175.26,175.26,26.0,175.26,180.34
3593,Nam Phan,Leonard Garcia,Blue,Featherweight,3,27.0,167.64,177.8,31.0,177.8,175.26
3596,Sako Chivitchian,Kyle Watson,Blue,Lightweight,3,26.0,180.34,182.88,31.0,182.88,182.88
3597,Will Campuzano,Nick Pace,Blue,Bantamweight,3,24.0,175.26,177.8,23.0,170.18,172.72
3598,Fredson Paixao,Pablo Garza,Blue,Featherweight,3,31.0,167.64,167.64,27.0,185.42,185.42
3599,Rich Attonito,David Branch,Blue,Middleweight,3,33.0,177.8,182.88,29.0,185.42,198.12
3601,Matt Hughes,BJ Penn,Blue,Welterweight,3,37.0,175.26,185.42,31.0,175.26,177.8
3602,Gerald Harris,Maiquel Falcao,Blue,Middleweight,3,31.0,180.34,195.58,29.0,180.34,182.88
3605,Matt Brown,Brian Foster,Blue,Welterweight,3,29.0,182.88,190.5,26.0,175.26,180.34
3606,Aaron Simpson,Mark Munoz,Blue,Middleweight,3,36.0,182.88,185.42,32.0,182.88,182.88
3607,Karo Parisyan,Dennis Hallman,Blue,Welterweight,3,28.0,177.8,182.88,34.0,175.26,182.88
3608,Mike Lullo,Edson Barboza,Blue,Lightweight,3,31.0,172.72,182.88,24.0,180.34,190.5
3610,Tyson Griffin,Nik Lentz,Blue,Lightweight,3,26.0,167.64,172.72,26.0,172.72,172.72
3611,Nate Marquardt,Yushin Okami,Blue,Middleweight,3,31.0,182.88,187.96,29.0,187.96,190.5
3619,Seth Petruzelli,Karlos Vemola,Blue,Light Heavyweight,3,30.0,182.88,193.04,25.0,182.88,190.5
3620,Kris McCray,Carlos Eduardo Rocha,Blue,Welterweight,3,29.0,182.88,193.04,29.0,177.8,177.8
3621,Brock Lesnar,Cain Velasquez,Blue,Heavyweight,5,33.0,190.5,205.74,28.0,185.42,195.58
3624,Tito Ortiz,Matt Hamill,Blue,Light Heavyweight,3,35.0,190.5,187.96,34.0,185.42,193.04
3627,Patrick Cote,Tom Lawlor,Blue,Middleweight,3,30.0,180.34,180.34,27.0,182.88,187.96
3628,Mike Guymon,Daniel Roberts,Blue,Welterweight,3,36.0,182.88,187.96,30.0,177.8,187.96
3633,Dan Hardy,Carlos Condit,Blue,Welterweight,3,28.0,182.88,187.96,26.0,187.96,190.5
3634,John Hathaway,Mike Pyle,Blue,Welterweight,3,23.0,185.42,190.5,35.0,182.88,187.96
3635,James Wilks,Claude Patrick,Blue,Welterweight,3,32.0,185.42,190.5,30.0,180.34,190.5
3636,Cyrille Diabate,Alexander Gustafsson,Blue,Light Heavyweight,3,37.0,198.12,205.74,23.0,195.58,200.66
3640,James McSweeney,Fabio Maldonado,Blue,Light Heavyweight,3,29.0,193.04,195.58,30.0,185.42,190.5
3642,Rogerio Nogueira,Ryan Bader,Blue,Light Heavyweight,3,34.0,187.96,190.5,27.0,187.96,187.96
3643,Matt Serra,Chris Lytle,Blue,Welterweight,3,36.0,167.64,172.72,36.0,180.34,172.72
3649,Steve Lopez,Waylon Lowe,Blue,Lightweight,3,26.0,180.34,182.88,29.0,170.18,182.88
3651,Mark Hunt,Sean McCorkle,Blue,Heavyweight,3,36.0,177.8,182.88,34.0,200.66,205.74
3653,Efrain Escudero,Charles Oliveira,Blue,Lightweight,3,24.0,175.26,177.8,20.0,177.8,187.96
3657,Jared Hamman,Kyle Kingsbury,Blue,Light Heavyweight,3,28.0,190.5,190.5,28.0,193.04,193.04
3658,Tomasz Drwal,David Branch,Blue,Middleweight,3,28.0,185.42,193.04,28.0,185.42,198.12
3665,Kenny Florian,Gray Maynard,Blue,Lightweight,3,34.0,177.8,187.96,31.0,175.26,177.8
3668,Andre Winner,Nik Lentz,Blue,Lightweight,3,28.0,180.34,185.42,26.0,172.72,172.72
3670,Nick Osipczak,Greg Soto,Blue,Welterweight,3,25.0,187.96,193.04,24.0,180.34,185.42
3676,Roy Nelson,Junior Dos Santos,Blue,Heavyweight,3,34.0,182.88,182.88,26.0,193.04,195.58
3677,Dustin Hazelett,Rick Story,Blue,Welterweight,3,24.0,185.42,193.04,25.0,175.26,180.34
3678,Rodney Wallace,Phil Davis,Blue,Light Heavyweight,3,28.0,175.26,182.88,25.0,187.96,200.66
3680,Todd Brown,Tim Boetsch,Blue,Light Heavyweight,3,33.0,180.34,182.88,29.0,182.88,187.96
3682,Ben Saunders,Dennis Hallman,Blue,Welterweight,3,27.0,187.96,195.58,34.0,175.26,182.88
3684,Mark Munoz,Yushin Okami,Blue,Middleweight,3,32.0,182.88,182.88,29.0,187.96,190.5
3685,John Howard,Jake Ellenberger,Blue,Welterweight,3,27.0,170.18,180.34,25.0,175.26,180.34
3686,Tyson Griffin,Takanori Gomi,Blue,Lightweight,3,26.0,167.64,172.72,31.0,170.18,177.8
3687,Paul Kelly,Jacob Volkmann,Blue,Lightweight,3,25.0,175.26,177.8,29.0,175.26,180.34
3688,DaMarques Johnson,Matthew Riddle,Blue,Welterweight,3,28.0,185.42,190.5,24.0,185.42,187.96
3689,James Irvin,Igor Pokrajac,Blue,Light Heavyweight,3,31.0,187.96,190.5,31.0,182.88,193.04
3691,Darren Elkins,Charles Oliveira,Blue,Lightweight,3,26.0,177.8,180.34,20.0,177.8,187.96
3696,Krzysztof Soszynski,Stephan Bonnar,Blue,Light Heavyweight,3,32.0,185.42,195.58,33.0,193.04,198.12
3699,Seth Petruzelli,Ricardo Romero,Blue,Light Heavyweight,3,30.0,182.88,193.04,32.0,182.88,193.04
3702,Forrest Petz,Daniel Roberts,Blue,Welterweight,3,34.0,175.26,180.34,29.0,177.8,187.96
3705,Keith Jardine,Matt Hamill,Blue,Light Heavyweight,3,34.0,187.96,193.04,33.0,185.42,193.04
3707,Spencer Fisher,Dennis Siver,Blue,Lightweight,3,34.0,170.18,177.8,31.0,167.64,177.8
3708,Jamie Yager,Rich Attonito,Blue,Middleweight,3,26.0,185.42,182.88,33.0,177.8,182.88
3711,Josh Bryant,Kyle Noke,Blue,Middleweight,3,30.0,177.8,182.88,30.0,185.42,193.04
3713,James McSweeney,Travis Browne,Blue,Heavyweight,3,29.0,193.04,195.58,27.0,198.12,200.66
3714,Chuck Liddell,Rich Franklin,Blue,Light Heavyweight,3,40.0,187.96,193.04,35.0,185.42,190.5
3716,Paulo Thiago,Martin Kampmann,Blue,Welterweight,3,29.0,180.34,185.42,28.0,182.88,182.88
3719,Tyson Griffin,Evan Dunham,Blue,Lightweight,3,26.0,167.64,172.72,28.0,177.8,177.8
3720,Mac Danzig,Matt Wiman,Blue,Lightweight,3,30.0,172.72,177.8,26.0,177.8,172.72
3721,David Loiseau,Mario Miranda,Blue,Middleweight,3,30.0,182.88,193.04,30.0,190.5,187.96
3723,Ricardo Funch,Claude Patrick,Blue,Welterweight,3,29.0,177.8,193.04,29.0,180.34,190.5
3725,Rampage Jackson,Rashad Evans,Blue,Light Heavyweight,3,31.0,185.42,185.42,30.0,182.88,190.5
3727,Todd Duffee,Mike Russow,Blue,Heavyweight,3,24.0,190.5,200.66,33.0,185.42,185.42
3728,Jason Brilz,Rogerio Nogueira,Blue,Light Heavyweight,3,34.0,180.34,180.34,33.0,187.96,190.5
3729,Diego Sanchez,John Hathaway,Blue,Welterweight,3,28.0,177.8,182.88,22.0,185.42,190.5
3730,Amir Sadollah,Dong Hyun Kim,Blue,Welterweight,3,29.0,177.8,187.96,28.0,187.96,193.04
3733,Luiz Cane,Cyrille Diabate,Blue,Light Heavyweight,3,29.0,187.96,195.58,36.0,198.12,205.74
3735,Jesse Forbes,Ryan Jensen,Blue,Middleweight,3,25.0,187.96,190.5,32.0,185.42,193.04
3736,Lyoto Machida,Mauricio Rua,Blue,Light Heavyweight,5,31.0,185.42,187.96,28.0,185.42,193.04
3738,Sam Stout,Jeremy Stephens,Blue,Lightweight,3,26.0,175.26,177.8,23.0,172.72,180.34
3739,Kevin Ferguson,Matt Mitrione,Blue,Heavyweight,3,36.0,187.96,182.88,31.0,190.5,200.66
3740,Patrick Cote,Alan Belcher,Blue,Middleweight,3,30.0,180.34,180.34,26.0,187.96,185.42
3741,Tom Lawlor,Joe Doerksen,Blue,Middleweight,3,26.0,182.88,187.96,32.0,182.88,190.5
3743,TJ Grant,Johny Hendricks,Blue,Welterweight,3,26.0,177.8,182.88,26.0,175.26,175.26
3745,Yoshiyuki Yoshida,Mike Guymon,Blue,Welterweight,3,35.0,180.34,177.8,35.0,182.88,187.96
3746,Jason MacDonald,John Salter,Blue,Middleweight,3,34.0,190.5,203.2,25.0,185.42,187.96
3748,BJ Penn,Frankie Edgar,Blue,Lightweight,5,31.0,175.26,177.8,28.0,167.64,172.72
3750,Terry Etim,Rafael Dos Anjos,Blue,Lightweight,3,24.0,185.42,185.42,25.0,172.72,177.8
3751,Kendall Grove,Mark Munoz,Blue,Middleweight,3,27.0,198.12,200.66,32.0,182.88,182.88
3752,Alexander Gustafsson,Phil Davis,Blue,Light Heavyweight,3,23.0,195.58,200.66,25.0,187.96,200.66
3753,Nick Osipczak,Rick Story,Blue,Welterweight,3,25.0,187.96,193.04,25.0,175.26,180.34
3759,Nate Quarry,Jorge Rivera,Blue,Middleweight,3,38.0,182.88,182.88,38.0,185.42,185.42
3763,Rob Emerson,Nik Lentz,Blue,Lightweight,3,28.0,175.26,177.8,25.0,172.72,172.72
3764,Caol Uno,Gleison Tibau,Blue,Lightweight,3,34.0,170.18,177.8,26.0,177.8,180.34
3769,Frank Mir,Shane Carwin,Blue,Heavyweight,5,30.0,190.5,200.66,35.0,187.96,203.2
3771,Ben Saunders,Jon Fitch,Blue,Welterweight,3,26.0,187.96,195.58,32.0,182.88,193.04
3776,Rodney Wallace,Jared Hamman,Blue,Light Heavyweight,3,28.0,175.26,182.88,28.0,190.5,190.5
3778,Brandon Vera,Jon Jones,Blue,Light Heavyweight,3,32.0,190.5,193.04,22.0,193.04,213.36
3783,Eliot Marshall,Vladimir Matyushenko,Blue,Light Heavyweight,3,29.0,187.96,195.58,39.0,182.88,187.96
3784,Duane Ludwig,Darren Elkins,Blue,Lightweight,3,31.0,177.8,177.8,25.0,177.8,180.34
3788,Eric Schafer,Jason Brilz,Blue,Light Heavyweight,3,32.0,190.5,190.5,34.0,180.34,180.34
